0,50.625,2.25147347741,0.0
1,50.875,2.24754420432,0.0
2,51.0,2.24557956778,0.0
3,50.375,2.25540275049,0.0
4,51.625,2.23575638507,0.0
5,51.75,2.23379174853,0.0
6,52.0,2.22986247544,0.0
7,51.5,2.23772102161,0.0
8,51.125,2.24361493124,0.0
9,51.875,2.23182711198,0.0
10,51.5,2.23772102161,0.0
11,51.125,2.24361493124,0.0
12,52.375,2.22396856582,0.0
13,51.75,2.23379174853,0.0
14,51.75,2.23379174853,0.0
15,52.0,2.22986247544,0.0
16,52.125,2.2278978389,0.0
17,50.75,2.24950884086,0.0
18,52.75,2.21807465619,0.0
19,51.25,2.2416502947,0.0
20,51.25,2.2416502947,0.0
21,52.875,2.21611001965,0.0
22,51.5,2.23772102161,0.0
23,52.875,2.21611001965,0.0
24,54.125,2.19646365422,0.0
25,55.0,2.18271119843,0.0
26,53.5,2.20628683694,0.0
27,51.25,2.2416502947,0.0
28,52.375,2.22396856582,0.0
29,54.0,2.19842829077,0.0
30,52.5,2.22200392927,0.0
31,51.25,2.2416502947,0.0
32,51.875,2.23182711198,0.0
33,55.0,2.18271119843,0.0
34,50.25,2.25736738703,0.0
35,51.125,2.24361493124,0.0
36,53.25,2.21021611002,0.0
37,52.875,2.21611001965,0.0
38,52.875,2.21611001965,0.0
39,54.25,2.19449901768,0.0
40,52.875,2.21611001965,0.0
41,52.5,2.22200392927,0.0
42,54.75,2.18664047151,0.0
43,53.875,2.20039292731,0.0
44,55.0,2.18271119843,0.0
45,52.125,2.2278978389,0.0
46,54.0,2.19842829077,0.0
47,52.0,2.22986247544,0.0
48,52.625,2.22003929273,0.0
49,52.875,2.21611001965,0.0
50,53.75,2.20235756385,0.0
51,53.625,2.20432220039,0.0
52,53.0,2.2141453831,0.0
53,53.375,2.20825147348,0.0
54,53.875,2.20039292731,0.0
55,53.125,2.21218074656,0.0
56,53.875,2.20039292731,0.0
57,52.75,2.21611001965,0.000829187396352
58,52.625,2.22003929273,0.0
59,55.0,2.18271119843,0.0
60,55.375,2.1768172888,0.0
61,52.375,2.22396856582,0.0
62,55.5,2.17485265226,0.0
63,54.125,2.19646365422,0.0
64,52.5,2.22200392927,0.0
65,51.625,2.23575638507,0.0
66,55.5,2.17485265226,0.0
67,54.0,2.19842829077,0.0
68,51.875,2.23182711198,0.0
69,52.125,2.2278978389,0.0
70,52.5,2.22200392927,0.0
71,53.5,2.20432220039,0.000829187396352
72,52.75,2.21807465619,0.0
73,54.875,2.18271119843,0.000829187396352
74,53.625,2.20432220039,0.0
75,52.625,2.22003929273,0.0
76,53.75,2.20039292731,0.000829187396352
77,52.25,2.22593320236,0.0
78,52.875,2.21611001965,0.0
79,53.875,2.20039292731,0.0
80,51.875,2.23182711198,0.0
81,54.0,2.19646365422,0.000829187396352
82,54.5,2.1905697446,0.0
83,54.0,2.19842829077,0.0
84,54.625,2.18860510806,0.0
85,52.25,2.22593320236,0.0
86,55.5,2.17485265226,0.0
87,54.625,2.18860510806,0.0
88,54.0,2.19842829077,0.0
89,55.125,2.18074656189,0.0
90,54.875,2.18271119843,0.000829187396352
91,54.375,2.19253438114,0.0
92,54.75,2.18664047151,0.0
93,54.875,2.18467583497,0.0
94,55.125,2.17878192534,0.000829187396352
95,53.5,2.20628683694,0.0
96,52.125,2.19842829077,0.0
97,55.0,2.13555992141,0.000829187396352
98,51.875,2.15520628684,0.0
99,52.5,2.08644400786,0.0
100,52.125,1.9862475442,0.000829187396352
